date,event_id,event_type,city,language,venue_capacity,base_ticket_price,discount_pct,final_ticket_price,tickets_sold,occupancy_rate,revenue
2023-06-04,E017,Sports,Pune,Tamil,486,400,5,380.0,83,0.17,31540.0
2023-06-04,E019,Concert,Delhi,Tamil,1146,350,0,350.0,114,0.1,39900.0
2023-06-04,E024,Theatre,Bangalore,Tamil,1016,250,15,212.5,152,0.15,32300.0
2023-06-04,E024,Theatre,Bangalore,Tamil,1016,200,25,150.0,138,0.14,20700.0
2023-06-05,E001,Theatre,Pune,Tamil,411,300,10,270.0,100,0.24,27000.0
2023-06-05,E003,Stand-up,Delhi,Hindi,367,500,5,475.0,30,0.08,14250.0
2023-06-05,E004,Theatre,Mumbai,Telugu,712,200,20,160.0,25,0.04,4000.0
2023-06-05,E012,Theatre,Delhi,English,1003,500,10,450.0,91,0.09,40950.0
2023-06-05,E015,Concert,Bangalore,Tamil,419,400,25,300.0,92,0.22,27600.0
2023-06-05,E018,Concert,Chennai,English,1189,250,20,200.0,76,0.06,15200.0
2023-06-05,E021,Stand-up,Mumbai,Telugu,549,500,0,500.0,53,0.1,26500.0
2023-06-05,E023,Sports,Hyderabad,Telugu,509,150,20,120.0,78,0.15,9360.0
2023-06-05,E023,Sports,Hyderabad,Telugu,509,350,20,280.0,111,0.22,31080.0
2023-06-06,E002,Theatre,Pune,Hindi,545,500,25,375.0,65,0.12,24375.0
2023-06-06,E009,Concert,Bangalore,Tamil,272,350,10,315.0,110,0.4,34650.0
2023-06-06,E020,Stand-up,Chennai,Tamil,403,350,10,315.0,36,0.09,11340.0
2023-06-06,E025,Theatre,Bangalore,Hindi,674,500,10,450.0,82,0.12,36900.0
2023-06-07,E001,Theatre,Pune,Tamil,411,200,5,190.0,101,0.25,19190.0
2023-06-07,E002,Theatre,Pune,Hindi,545,250,15,212.5,26,0.05,5525.0
2023-06-07,E002,Theatre,Pune,Hindi,545,250,0,250.0,112,0.21,28000.0
2023-06-07,E004,Theatre,Mumbai,Telugu,712,200,20,160.0,83,0.12,13280.0
2023-06-07,E009,Concert,Bangalore,Tamil,272,300,10,270.0,53,0.19,14310.0
2023-06-07,E012,Theatre,Delhi,English,1003,500,5,475.0,118,0.12,56050.0
2023-06-07,E017,Sports,Pune,Tamil,486,250,10,225.0,146,0.3,32850.0
2023-06-07,E017,Sports,Pune,Tamil,486,400,5,380.0,72,0.15,27360.0
2023-06-08,E007,Movie,Bangalore,Hindi,490,300,25,225.0,92,0.19,20700.0
2023-06-08,E012,Theatre,Delhi,English,1003,500,20,400.0,99,0.1,39600.0
2023-06-08,E025,Theatre,Bangalore,Hindi,674,250,5,237.5,46,0.07,10925.0
2023-06-09,E002,Theatre,Pune,Hindi,545,200,5,190.0,100,0.18,19000.0
2023-06-09,E010,Sports,Mumbai,English,904,350,20,280.0,147,0.16,41160.0
2023-06-09,E023,Sports,Hyderabad,Telugu,509,250,20,200.0,196,0.39,39200.0
2023-06-10,E005,Sports,Delhi,Tamil,644,350,20,280.0,111,0.17,31080.0
2023-06-10,E005,Sports,Delhi,Tamil,644,250,5,237.5,129,0.2,30637.5
2023-06-10,E007,Movie,Bangalore,Hindi,490,200,5,190.0,62,0.13,11780.0
2023-06-10,E016,Concert,Bangalore,Tamil,716,200,10,180.0,151,0.21,27180.0
2023-06-10,E017,Sports,Pune,Tamil,486,400,10,360.0,92,0.19,33120.0
2023-06-10,E022,Sports,Pune,English,1044,350,25,262.5,43,0.04,11287.5
2023-06-10,E025,Theatre,Bangalore,Hindi,674,350,25,262.5,46,0.07,12075.0
2023-06-11,E013,Movie,Chennai,Telugu,959,200,25,150.0,155,0.16,23250.0
2023-06-11,E015,Concert,Bangalore,Tamil,419,400,25,300.0,138,0.33,41400.0
2023-06-11,E019,Concert,Delhi,Tamil,1146,150,5,142.5,211,0.18,30067.5
2023-06-11,E019,Concert,Delhi,Tamil,1146,500,15,425.0,211,0.18,89675.0
2023-06-12,E013,Movie,Chennai,Telugu,959,250,15,212.5,117,0.12,24862.5
2023-06-12,E014,Movie,Chennai,Telugu,1131,200,5,190.0,107,0.09,20330.0
2023-06-12,E018,Concert,Chennai,English,1189,250,5,237.5,75,0.06,17812.5
2023-06-13,E008,Movie,Pune,Telugu,694,300,5,285.0,110,0.16,31350.0
2023-06-13,E011,Movie,Chennai,Telugu,804,200,10,180.0,66,0.08,11880.0
2023-06-14,E002,Theatre,Pune,Hindi,545,350,0,350.0,33,0.06,11550.0
2023-06-14,E003,Stand-up,Delhi,Hindi,367,500,25,375.0,69,0.19,25875.0
2023-06-14,E005,Sports,Delhi,Tamil,644,500,20,400.0,146,0.23,58400.0
2023-06-14,E007,Movie,Bangalore,Hindi,490,400,15,340.0,36,0.07,12240.0
2023-06-14,E008,Movie,Pune,Telugu,694,200,10,180.0,63,0.09,11340.0
2023-06-14,E010,Sports,Mumbai,English,904,500,25,375.0,135,0.15,50625.0
2023-06-14,E011,Movie,Chennai,Telugu,804,350,0,350.0,87,0.11,30450.0
2023-06-14,E013,Movie,Chennai,Telugu,959,500,0,500.0,38,0.04,19000.0
2023-06-15,E004,Theatre,Mumbai,Telugu,712,150,15,127.5,116,0.16,14790.0
2023-06-15,E004,Theatre,Mumbai,Telugu,712,250,0,250.0,23,0.03,5750.0
2023-06-15,E014,Movie,Chennai,Telugu,1131,200,0,200.0,21,0.02,4200.0
2023-06-15,E018,Concert,Chennai,English,1189,150,15,127.5,54,0.05,6885.0
2023-06-15,E018,Concert,Chennai,English,1189,250,25,187.5,71,0.06,13312.5
2023-06-15,E023,Sports,Hyderabad,Telugu,509,250,5,237.5,74,0.15,17575.0
2023-06-15,E024,Theatre,Bangalore,Tamil,1016,350,0,350.0,87,0.09,30450.0
2023-06-16,E004,Theatre,Mumbai,Telugu,712,250,10,225.0,135,0.19,30375.0
2023-06-16,E005,Sports,Delhi,Tamil,644,500,0,500.0,180,0.28,90000.0
2023-06-16,E011,Movie,Chennai,Telugu,804,350,0,350.0,133,0.17,46550.0
2023-06-16,E013,Movie,Chennai,Telugu,959,500,0,500.0,144,0.15,72000.0
2023-06-16,E021,Stand-up,Mumbai,Telugu,549,400,20,320.0,96,0.17,30720.0
2023-06-17,E002,Theatre,Pune,Hindi,545,400,20,320.0,137,0.25,43840.0
2023-06-17,E006,Theatre,Chennai,Hindi,352,500,0,500.0,74,0.21,37000.0
2023-06-17,E010,Sports,Mumbai,English,904,500,15,425.0,185,0.2,78625.0
2023-06-17,E011,Movie,Chennai,Telugu,804,500,0,500.0,154,0.19,77000.0
2023-06-17,E014,Movie,Chennai,Telugu,1131,400,0,400.0,162,0.14,64800.0
2023-06-17,E019,Concert,Delhi,Tamil,1146,150,20,120.0,123,0.11,14760.0
2023-06-17,E025,Theatre,Bangalore,Hindi,674,350,20,280.0,112,0.17,31360.0
2023-06-18,E003,Stand-up,Delhi,Hindi,367,350,5,332.5,147,0.4,48877.5
2023-06-18,E015,Concert,Bangalore,Tamil,419,150,25,112.5,191,0.46,21487.5
2023-06-18,E023,Sports,Hyderabad,Telugu,509,500,0,500.0,169,0.33,84500.0
2023-06-18,E025,Theatre,Bangalore,Hindi,674,200,10,180.0,71,0.11,12780.0
2023-06-19,E010,Sports,Mumbai,English,904,350,10,315.0,78,0.09,24570.0
2023-06-19,E012,Theatre,Delhi,English,1003,400,5,380.0,58,0.06,22040.0
2023-06-19,E016,Concert,Bangalore,Tamil,716,350,15,297.5,140,0.2,41650.0
2023-06-20,E001,Theatre,Pune,Tamil,411,200,5,190.0,22,0.05,4180.0
2023-06-20,E002,Theatre,Pune,Hindi,545,200,20,160.0,86,0.16,13760.0
2023-06-20,E014,Movie,Chennai,Telugu,1131,200,10,180.0,107,0.09,19260.0
2023-06-20,E015,Concert,Bangalore,Tamil,419,400,10,360.0,122,0.29,43920.0
2023-06-21,E001,Theatre,Pune,Tamil,411,150,5,142.5,117,0.28,16672.5
2023-06-21,E013,Movie,Chennai,Telugu,959,150,15,127.5,115,0.12,14662.5
2023-06-21,E015,Concert,Bangalore,Tamil,419,500,15,425.0,35,0.08,14875.0
2023-06-21,E021,Stand-up,Mumbai,Telugu,549,350,5,332.5,70,0.13,23275.0
2023-06-21,E021,Stand-up,Mumbai,Telugu,549,200,15,170.0,41,0.07,6970.0
2023-06-21,E022,Sports,Pune,English,1044,300,15,255.0,119,0.11,30345.0
2023-06-22,E020,Stand-up,Chennai,Tamil,403,250,0,250.0,43,0.11,10750.0
2023-06-23,E001,Theatre,Pune,Tamil,411,300,15,255.0,134,0.33,34170.0
2023-06-23,E002,Theatre,Pune,Hindi,545,250,20,200.0,84,0.15,16800.0
2023-06-23,E004,Theatre,Mumbai,Telugu,712,300,20,240.0,131,0.18,31440.0
2023-06-23,E004,Theatre,Mumbai,Telugu,712,400,20,320.0,105,0.15,33600.0
2023-06-23,E009,Concert,Bangalore,Tamil,272,200,15,170.0,118,0.43,20060.0
2023-06-23,E010,Sports,Mumbai,English,904,150,20,120.0,192,0.21,23040.0
2023-06-23,E017,Sports,Pune,Tamil,486,200,5,190.0,198,0.41,37620.0
2023-06-24,E003,Stand-up,Delhi,Hindi,367,200,25,150.0,58,0.16,8700.0
2023-06-24,E006,Theatre,Chennai,Hindi,352,350,5,332.5,148,0.42,49210.0
2023-06-24,E009,Concert,Bangalore,Tamil,272,400,15,340.0,160,0.59,54400.0
2023-06-24,E009,Concert,Bangalore,Tamil,272,150,0,150.0,212,0.78,31800.0
2023-06-24,E016,Concert,Bangalore,Tamil,716,200,20,160.0,151,0.21,24160.0
2023-06-24,E016,Concert,Bangalore,Tamil,716,250,20,200.0,209,0.29,41800.0
2023-06-24,E023,Sports,Hyderabad,Telugu,509,300,25,225.0,132,0.26,29700.0
2023-06-25,E004,Theatre,Mumbai,Telugu,712,200,0,200.0,88,0.12,17600.0
2023-06-25,E004,Theatre,Mumbai,Telugu,712,500,20,400.0,84,0.12,33600.0
2023-06-25,E009,Concert,Bangalore,Tamil,272,250,5,237.5,156,0.57,37050.0
2023-06-25,E011,Movie,Chennai,Telugu,804,300,20,240.0,128,0.16,30720.0
2023-06-25,E012,Theatre,Delhi,English,1003,250,25,187.5,39,0.04,7312.5
2023-06-25,E019,Concert,Delhi,Tamil,1146,250,25,187.5,111,0.1,20812.5
2023-06-25,E020,Stand-up,Chennai,Tamil,403,250,20,200.0,47,0.12,9400.0
2023-06-25,E021,Stand-up,Mumbai,Telugu,549,300,20,240.0,118,0.21,28320.0
2023-06-25,E023,Sports,Hyderabad,Telugu,509,250,0,250.0,125,0.25,31250.0
2023-06-26,E010,Sports,Mumbai,English,904,400,0,400.0,91,0.1,36400.0
2023-06-26,E013,Movie,Chennai,Telugu,959,250,25,187.5,48,0.05,9000.0
2023-06-26,E015,Concert,Bangalore,Tamil,419,500,0,500.0,74,0.18,37000.0
2023-06-26,E019,Concert,Delhi,Tamil,1146,400,0,400.0,57,0.05,22800.0
2023-06-27,E009,Concert,Bangalore,Tamil,272,250,25,187.5,98,0.36,18375.0
2023-06-27,E011,Movie,Chennai,Telugu,804,200,5,190.0,94,0.12,17860.0
2023-06-27,E012,Theatre,Delhi,English,1003,400,15,340.0,87,0.09,29580.0
2023-06-27,E015,Concert,Bangalore,Tamil,419,300,10,270.0,120,0.29,32400.0
2023-06-28,E001,Theatre,Pune,Tamil,411,200,15,170.0,21,0.05,3570.0
2023-06-28,E001,Theatre,Pune,Tamil,411,400,5,380.0,90,0.22,34200.0
2023-06-28,E001,Theatre,Pune,Tamil,411,200,25,150.0,80,0.19,12000.0
2023-06-28,E009,Concert,Bangalore,Tamil,272,350,15,297.5,72,0.26,21420.0
2023-06-28,E010,Sports,Mumbai,English,904,300,20,240.0,136,0.15,32640.0
2023-06-28,E010,Sports,Mumbai,English,904,200,0,200.0,26,0.03,5200.0
2023-06-28,E010,Sports,Mumbai,English,904,200,10,180.0,124,0.14,22320.0
2023-06-28,E011,Movie,Chennai,Telugu,804,150,0,150.0,59,0.07,8850.0
2023-06-29,E001,Theatre,Pune,Tamil,411,200,20,160.0,82,0.2,13120.0
2023-06-29,E004,Theatre,Mumbai,Telugu,712,200,25,150.0,114,0.16,17100.0
2023-06-29,E014,Movie,Chennai,Telugu,1131,400,15,340.0,102,0.09,34680.0
2023-06-29,E017,Sports,Pune,Tamil,486,200,20,160.0,132,0.27,21120.0
2023-06-29,E020,Stand-up,Chennai,Tamil,403,250,5,237.5,72,0.18,17100.0
2023-06-29,E021,Stand-up,Mumbai,Telugu,549,500,20,400.0,55,0.1,22000.0
2023-06-29,E023,Sports,Hyderabad,Telugu,509,300,15,255.0,78,0.15,19890.0
2023-06-30,E002,Theatre,Pune,Hindi,545,200,10,180.0,158,0.29,28440.0
2023-06-30,E002,Theatre,Pune,Hindi,545,400,5,380.0,137,0.25,52060.0
2023-06-30,E013,Movie,Chennai,Telugu,959,400,10,360.0,155,0.16,55800.0
2023-06-30,E014,Movie,Chennai,Telugu,1131,400,10,360.0,102,0.09,36720.0
2023-06-30,E016,Concert,Bangalore,Tamil,716,200,0,200.0,56,0.08,11200.0
2023-06-30,E018,Concert,Chennai,English,1189,300,0,300.0,180,0.15,54000.0
2023-06-30,E018,Concert,Chennai,English,1189,400,15,340.0,41,0.03,13940.0
2023-06-30,E020,Stand-up,Chennai,Tamil,403,200,5,190.0,68,0.17,12920.0
2023-07-01,E001,Theatre,Pune,Tamil,411,500,10,450.0,93,0.23,41850.0
2023-07-01,E002,Theatre,Pune,Hindi,545,300,0,300.0,106,0.19,31800.0
2023-07-01,E012,Theatre,Delhi,English,1003,300,5,285.0,77,0.08,21945.0
2023-07-01,E013,Movie,Chennai,Telugu,959,350,25,262.5,135,0.14,35437.5
2023-07-01,E013,Movie,Chennai,Telugu,959,200,10,180.0,32,0.03,5760.0
2023-07-01,E021,Stand-up,Mumbai,Telugu,549,500,10,450.0,134,0.24,60300.0
2023-07-01,E021,Stand-up,Mumbai,Telugu,549,350,25,262.5,33,0.06,8662.5
2023-07-01,E023,Sports,Hyderabad,Telugu,509,150,25,112.5,123,0.24,13837.5
2023-07-01,E025,Theatre,Bangalore,Hindi,674,250,25,187.5,81,0.12,15187.5
2023-07-02,E001,Theatre,Pune,Tamil,411,400,0,400.0,40,0.1,16000.0
2023-07-02,E011,Movie,Chennai,Telugu,804,200,0,200.0,161,0.2,32200.0
2023-07-02,E012,Theatre,Delhi,English,1003,300,25,225.0,43,0.04,9675.0
2023-07-02,E013,Movie,Chennai,Telugu,959,300,10,270.0,43,0.04,11610.0
2023-07-02,E016,Concert,Bangalore,Tamil,716,150,0,150.0,203,0.28,30450.0
2023-07-02,E018,Concert,Chennai,English,1189,500,5,475.0,56,0.05,26600.0
2023-07-02,E020,Stand-up,Chennai,Tamil,403,250,20,200.0,49,0.12,9800.0
2023-07-02,E021,Stand-up,Mumbai,Telugu,549,250,10,225.0,42,0.08,9450.0
2023-07-02,E025,Theatre,Bangalore,Hindi,674,500,5,475.0,145,0.22,68875.0
2023-07-03,E001,Theatre,Pune,Tamil,411,500,20,400.0,73,0.18,29200.0
2023-07-03,E012,Theatre,Delhi,English,1003,300,5,285.0,108,0.11,30780.0
2023-07-03,E013,Movie,Chennai,Telugu,959,200,5,190.0,50,0.05,9500.0
2023-07-03,E022,Sports,Pune,English,1044,200,15,170.0,113,0.11,19210.0
2023-07-04,E003,Stand-up,Delhi,Hindi,367,200,5,190.0,42,0.11,7980.0
2023-07-04,E010,Sports,Mumbai,English,904,200,0,200.0,35,0.04,7000.0
2023-07-04,E012,Theatre,Delhi,English,1003,350,5,332.5,48,0.05,15960.0
2023-07-04,E012,Theatre,Delhi,English,1003,300,20,240.0,109,0.11,26160.0
2023-07-04,E016,Concert,Bangalore,Tamil,716,350,15,297.5,52,0.07,15470.0
2023-07-04,E017,Sports,Pune,Tamil,486,200,25,150.0,72,0.15,10800.0
2023-07-04,E021,Stand-up,Mumbai,Telugu,549,500,0,500.0,66,0.12,33000.0
2023-07-05,E001,Theatre,Pune,Tamil,411,150,10,135.0,20,0.05,2700.0
2023-07-05,E011,Movie,Chennai,Telugu,804,500,15,425.0,116,0.14,49300.0
2023-07-05,E013,Movie,Chennai,Telugu,959,350,5,332.5,51,0.05,16957.5
2023-07-05,E015,Concert,Bangalore,Tamil,419,200,10,180.0,70,0.17,12600.0
2023-07-05,E015,Concert,Bangalore,Tamil,419,350,5,332.5,63,0.15,20947.5
2023-07-05,E020,Stand-up,Chennai,Tamil,403,150,25,112.5,119,0.3,13387.5
2023-07-05,E021,Stand-up,Mumbai,Telugu,549,300,5,285.0,98,0.18,27930.0
2023-07-06,E006,Theatre,Chennai,Hindi,352,400,25,300.0,84,0.24,25200.0
2023-07-06,E012,Theatre,Delhi,English,1003,400,5,380.0,86,0.09,32680.0
2023-07-06,E012,Theatre,Delhi,English,1003,400,20,320.0,71,0.07,22720.0
2023-07-06,E012,Theatre,Delhi,English,1003,300,0,300.0,28,0.03,8400.0
2023-07-06,E013,Movie,Chennai,Telugu,959,350,5,332.5,108,0.11,35910.0
2023-07-06,E020,Stand-up,Chennai,Tamil,403,300,5,285.0,98,0.24,27930.0
2023-07-06,E020,Stand-up,Chennai,Tamil,403,250,5,237.5,31,0.08,7362.5
2023-07-07,E003,Stand-up,Delhi,Hindi,367,250,25,187.5,93,0.25,17437.5
2023-07-07,E006,Theatre,Chennai,Hindi,352,250,0,250.0,51,0.14,12750.0
2023-07-07,E008,Movie,Pune,Telugu,694,300,25,225.0,32,0.05,7200.0
2023-07-07,E012,Theatre,Delhi,English,1003,200,20,160.0,141,0.14,22560.0
2023-07-07,E025,Theatre,Bangalore,Hindi,674,500,0,500.0,155,0.23,77500.0
2023-07-08,E002,Theatre,Pune,Hindi,545,200,15,170.0,47,0.09,7990.0
2023-07-08,E005,Sports,Delhi,Tamil,644,500,25,375.0,198,0.31,74250.0
2023-07-08,E014,Movie,Chennai,Telugu,1131,300,20,240.0,148,0.13,35520.0
2023-07-08,E015,Concert,Bangalore,Tamil,419,150,0,150.0,192,0.46,28800.0
2023-07-08,E019,Concert,Delhi,Tamil,1146,200,20,160.0,176,0.15,28160.0
2023-07-08,E021,Stand-up,Mumbai,Telugu,549,300,5,285.0,98,0.18,27930.0
2023-07-08,E022,Sports,Pune,English,1044,400,15,340.0,149,0.14,50660.0
2023-07-08,E022,Sports,Pune,English,1044,300,15,255.0,154,0.15,39270.0
2023-07-09,E006,Theatre,Chennai,Hindi,352,400,20,320.0,103,0.29,32960.0
2023-07-09,E009,Concert,Bangalore,Tamil,272,350,20,280.0,58,0.21,16240.0
2023-07-09,E014,Movie,Chennai,Telugu,1131,500,0,500.0,93,0.08,46500.0
2023-07-09,E015,Concert,Bangalore,Tamil,419,150,10,135.0,158,0.38,21330.0
2023-07-09,E019,Concert,Delhi,Tamil,1146,500,20,400.0,69,0.06,27600.0
2023-07-10,E017,Sports,Pune,Tamil,486,150,20,120.0,79,0.16,9480.0
2023-07-10,E024,Theatre,Bangalore,Tamil,1016,200,5,190.0,64,0.06,12160.0
2023-07-10,E024,Theatre,Bangalore,Tamil,1016,350,5,332.5,77,0.08,25602.5
2023-07-11,E012,Theatre,Delhi,English,1003,300,5,285.0,89,0.09,25365.0
2023-07-11,E013,Movie,Chennai,Telugu,959,300,0,300.0,64,0.07,19200.0
2023-07-11,E024,Theatre,Bangalore,Tamil,1016,350,20,280.0,59,0.06,16520.0
2023-07-11,E025,Theatre,Bangalore,Hindi,674,150,20,120.0,85,0.13,10200.0
2023-07-12,E002,Theatre,Pune,Hindi,545,150,5,142.5,112,0.21,15960.0
2023-07-12,E019,Concert,Delhi,Tamil,1146,250,0,250.0,33,0.03,8250.0
2023-07-13,E008,Movie,Pune,Telugu,694,150,0,150.0,72,0.1,10800.0
2023-07-13,E010,Sports,Mumbai,English,904,500,5,475.0,54,0.06,25650.0
2023-07-13,E018,Concert,Chennai,English,1189,300,15,255.0,122,0.1,31110.0
2023-07-13,E020,Stand-up,Chennai,Tamil,403,200,5,190.0,30,0.07,5700.0
2023-07-14,E002,Theatre,Pune,Hindi,545,400,0,400.0,72,0.13,28800.0
2023-07-14,E002,Theatre,Pune,Hindi,545,400,20,320.0,107,0.2,34240.0
2023-07-14,E006,Theatre,Chennai,Hindi,352,500,15,425.0,117,0.33,49725.0
2023-07-14,E007,Movie,Bangalore,Hindi,490,300,5,285.0,149,0.3,42465.0
2023-07-14,E010,Sports,Mumbai,English,904,400,20,320.0,202,0.22,64640.0
2023-07-14,E015,Concert,Bangalore,Tamil,419,150,0,150.0,147,0.35,22050.0
2023-07-14,E017,Sports,Pune,Tamil,486,350,0,350.0,43,0.09,15050.0
2023-07-14,E018,Concert,Chennai,English,1189,200,20,160.0,203,0.17,32480.0
2023-07-14,E024,Theatre,Bangalore,Tamil,1016,150,10,135.0,114,0.11,15390.0
2023-07-15,E002,Theatre,Pune,Hindi,545,500,5,475.0,65,0.12,30875.0
2023-07-15,E004,Theatre,Mumbai,Telugu,712,400,15,340.0,91,0.13,30940.0
2023-07-15,E007,Movie,Bangalore,Hindi,490,350,15,297.5,61,0.12,18147.5
2023-07-15,E009,Concert,Bangalore,Tamil,272,500,10,450.0,183,0.67,82350.0
2023-07-15,E018,Concert,Chennai,English,1189,300,5,285.0,85,0.07,24225.0
2023-07-15,E023,Sports,Hyderabad,Telugu,509,250,0,250.0,38,0.07,9500.0
2023-07-16,E009,Concert,Bangalore,Tamil,272,200,5,190.0,134,0.49,25460.0
2023-07-16,E013,Movie,Chennai,Telugu,959,500,10,450.0,67,0.07,30150.0
2023-07-16,E018,Concert,Chennai,English,1189,150,15,127.5,183,0.15,23332.5
2023-07-16,E021,Stand-up,Mumbai,Telugu,549,250,15,212.5,82,0.15,17425.0
2023-07-17,E006,Theatre,Chennai,Hindi,352,350,25,262.5,116,0.33,30450.0
2023-07-17,E007,Movie,Bangalore,Hindi,490,400,0,400.0,78,0.16,31200.0
2023-07-17,E010,Sports,Mumbai,English,904,350,10,315.0,75,0.08,23625.0
2023-07-17,E018,Concert,Chennai,English,1189,250,25,187.5,48,0.04,9000.0
2023-07-17,E024,Theatre,Bangalore,Tamil,1016,400,10,360.0,32,0.03,11520.0
2023-07-17,E025,Theatre,Bangalore,Hindi,674,300,20,240.0,110,0.16,26400.0
2023-07-18,E005,Sports,Delhi,Tamil,644,400,5,380.0,154,0.24,58520.0
2023-07-18,E008,Movie,Pune,Telugu,694,200,25,150.0,72,0.1,10800.0
2023-07-18,E013,Movie,Chennai,Telugu,959,300,0,300.0,106,0.11,31800.0
2023-07-18,E014,Movie,Chennai,Telugu,1131,200,0,200.0,46,0.04,9200.0
2023-07-18,E018,Concert,Chennai,English,1189,150,25,112.5,87,0.07,9787.5
2023-07-18,E020,Stand-up,Chennai,Tamil,403,400,0,400.0,103,0.26,41200.0
2023-07-18,E021,Stand-up,Mumbai,Telugu,549,150,15,127.5,119,0.22,15172.5
2023-07-18,E024,Theatre,Bangalore,Tamil,1016,200,0,200.0,84,0.08,16800.0
2023-07-19,E012,Theatre,Delhi,English,1003,300,25,225.0,24,0.02,5400.0
2023-07-19,E012,Theatre,Delhi,English,1003,400,25,300.0,67,0.07,20100.0
2023-07-19,E014,Movie,Chennai,Telugu,1131,250,0,250.0,94,0.08,23500.0
2023-07-19,E018,Concert,Chennai,English,1189,500,10,450.0,85,0.07,38250.0
2023-07-19,E022,Sports,Pune,English,1044,350,10,315.0,31,0.03,9765.0
2023-07-19,E023,Sports,Hyderabad,Telugu,509,500,25,375.0,62,0.12,23250.0
2023-07-19,E025,Theatre,Bangalore,Hindi,674,300,5,285.0,64,0.09,18240.0
2023-07-20,E001,Theatre,Pune,Tamil,411,150,25,112.5,101,0.25,11362.5
2023-07-20,E005,Sports,Delhi,Tamil,644,200,10,180.0,79,0.12,14220.0
2023-07-20,E007,Movie,Bangalore,Hindi,490,250,0,250.0,80,0.16,20000.0
2023-07-20,E016,Concert,Bangalore,Tamil,716,200,0,200.0,48,0.07,9600.0
2023-07-20,E020,Stand-up,Chennai,Tamil,403,400,0,400.0,97,0.24,38800.0
2023-07-20,E024,Theatre,Bangalore,Tamil,1016,300,5,285.0,59,0.06,16815.0
2023-07-21,E001,Theatre,Pune,Tamil,411,300,25,225.0,35,0.09,7875.0
2023-07-21,E005,Sports,Delhi,Tamil,644,300,10,270.0,96,0.15,25920.0
2023-07-21,E006,Theatre,Chennai,Hindi,352,300,10,270.0,62,0.18,16740.0
2023-07-21,E010,Sports,Mumbai,English,904,400,15,340.0,196,0.22,66640.0
2023-07-21,E011,Movie,Chennai,Telugu,804,250,25,187.5,162,0.2,30375.0
2023-07-21,E014,Movie,Chennai,Telugu,1131,250,10,225.0,95,0.08,21375.0
2023-07-21,E019,Concert,Delhi,Tamil,1146,350,15,297.5,121,0.11,35997.5
2023-07-21,E019,Concert,Delhi,Tamil,1146,300,20,240.0,43,0.04,10320.0
2023-07-21,E023,Sports,Hyderabad,Telugu,509,200,10,180.0,121,0.24,21780.0
2023-07-22,E001,Theatre,Pune,Tamil,411,400,0,400.0,44,0.11,17600.0
2023-07-22,E001,Theatre,Pune,Tamil,411,200,5,190.0,85,0.21,16150.0
2023-07-22,E002,Theatre,Pune,Hindi,545,300,20,240.0,145,0.27,34800.0
2023-07-22,E009,Concert,Bangalore,Tamil,272,250,10,225.0,125,0.46,28125.0
2023-07-22,E010,Sports,Mumbai,English,904,400,25,300.0,140,0.15,42000.0
2023-07-22,E021,Stand-up,Mumbai,Telugu,549,500,20,400.0,156,0.28,62400.0
2023-07-23,E002,Theatre,Pune,Hindi,545,200,20,160.0,120,0.22,19200.0
2023-07-23,E008,Movie,Pune,Telugu,694,500,15,425.0,121,0.17,51425.0
2023-07-23,E011,Movie,Chennai,Telugu,804,400,20,320.0,58,0.07,18560.0
2023-07-23,E012,Theatre,Delhi,English,1003,350,20,280.0,137,0.14,38360.0
2023-07-23,E015,Concert,Bangalore,Tamil,419,350,15,297.5,143,0.34,42542.5
2023-07-23,E015,Concert,Bangalore,Tamil,419,350,25,262.5,121,0.29,31762.5
2023-07-23,E017,Sports,Pune,Tamil,486,200,15,170.0,47,0.1,7990.0
2023-07-23,E019,Concert,Delhi,Tamil,1146,200,15,170.0,125,0.11,21250.0
2023-07-23,E023,Sports,Hyderabad,Telugu,509,150,25,112.5,105,0.21,11812.5
2023-07-24,E002,Theatre,Pune,Hindi,545,500,0,500.0,43,0.08,21500.0
2023-07-24,E003,Stand-up,Delhi,Hindi,367,150,0,150.0,119,0.32,17850.0
2023-07-24,E006,Theatre,Chennai,Hindi,352,400,5,380.0,41,0.12,15580.0
2023-07-24,E012,Theatre,Delhi,English,1003,150,5,142.5,27,0.03,3847.5
2023-07-25,E002,Theatre,Pune,Hindi,545,200,20,160.0,23,0.04,3680.0
2023-07-25,E003,Stand-up,Delhi,Hindi,367,350,15,297.5,109,0.3,32427.5
2023-07-25,E008,Movie,Pune,Telugu,694,200,10,180.0,102,0.15,18360.0
2023-07-25,E016,Concert,Bangalore,Tamil,716,250,5,237.5,135,0.19,32062.5
2023-07-25,E021,Stand-up,Mumbai,Telugu,549,400,20,320.0,42,0.08,13440.0
2023-07-26,E001,Theatre,Pune,Tamil,411,300,10,270.0,45,0.11,12150.0
2023-07-26,E011,Movie,Chennai,Telugu,804,250,25,187.5,58,0.07,10875.0
2023-07-26,E016,Concert,Bangalore,Tamil,716,400,0,400.0,122,0.17,48800.0
2023-07-26,E023,Sports,Hyderabad,Telugu,509,400,25,300.0,101,0.2,30300.0
2023-07-26,E024,Theatre,Bangalore,Tamil,1016,300,10,270.0,92,0.09,24840.0
2023-07-26,E025,Theatre,Bangalore,Hindi,674,350,15,297.5,27,0.04,8032.5
2023-07-27,E001,Theatre,Pune,Tamil,411,350,0,350.0,59,0.14,20650.0
